학년,전공,교과코드-구분,과목명,학점,담당교수,시간,강의실
3,전공필수,KMUS435-019,기악전공실기5,1,김선미,"화13A,13B",예술대학-402-1
3,전공필수,KMUS435-020,기악전공실기5,1,이주영,"화12A,12B",예술대학-402-2
3,전공필수,KMUS435-021,기악전공실기5,1,이주영,"화13A,13B",예술대학-402-2
3,전공필수,KMUS435-022,기악전공실기5,1,윤병천,"월0A,0B",예술대학-303
3,전공필수,KMUS435-023,기악전공실기5,1,이영,"월10A,10B",예술대학-208
3,전공필수,KMUS435-024,기악전공실기5,1,,,-
3,전공필수,KMUS435-025,기악전공실기5,1,,,-
3,전공필수,KMUS435-026,기악전공실기5,1,,,-
3,전공필수,KMUS445-001,국악성악전공실기5,1,정순임,"월0A,0B",예술대학-402-2
3,전공필수,KMUS445-002,국악성악전공실기5,1,김외순,"월0A,0B",예술대학-403-1
3,전공필수,KMUS445-003,국악성악전공실기5,1,김향교,"화0A,0B",예술대학-403-1
3,전공필수,KMUS455-001,이론전공실기5,1,도희주,"수0A,0B",예술대학-403-1
3,전공필수,KMUS465-001,국악작곡전공실기5,1,하진미,"목13A,13B",예술대학-401-4
3,전공,KMUS491-001,컴퓨터음악실습1,2,이승민,"수2A,2B 3A,3B",예술대학-209
4,전공,KMUS511-001,합주론7,2,김성진,"수1A,1B 2A,2B",예술대학-201
4,전공,KMUS513-001,연주법5,1,정해임,"화6A,6B",예술대학-109
4,전공,KMUS523-001,관현악5,2,주영위,"수10A,10B 11A,11B 금10A,10B 11A,11B",예술대학-201
4,전공,KMUS525-001,관현악7,2,주영위,"수12A,12B 13A,13B 금12A,12B 13A,13B",예술대학-201
4,전공필수,KMUS537-001,기악전공실기7,1,김순진,"월0A,0B",예술대학-403-2
4,전공필수,KMUS537-002,기악전공실기7,1,김수연,"목0A,0B",예술대학-402-2
4,전공필수,KMUS537-003,기악전공실기7,1,김순진,"화0A,0B",예술대학-403-2
4,전공필수,KMUS537-004,기악전공실기7,1,안다겸,"화0A,0B",예술대학-402-2
4,전공필수,KMUS537-005,기악전공실기7,1,안다겸,"수0A,0B",예술대학-402-2
4,전공필수,KMUS537-006,기악전공실기7,1,김순진,"수0A,0B",예술대학-403-2
4,전공필수,KMUS537-007,기악전공실기7,1,신원철,"화12A,12B",예술대학-401-3
4,전공필수,KMUS537-008,기악전공실기7,1,김영숙,"목12A,12B",예술대학-403-1
4,전공필수,KMUS537-009,기악전공실기7,1,장정숙,"목12A,12B",예술대학-402-2
4,전공필수,KMUS537-010,기악전공실기7,1,윤병천,"목0A,0B",예술대학-303
4,전공필수,KMUS537-011,기악전공실기7,1,김성진,"목10A,10B",예술대학-307
4,전공필수,KMUS537-012,기악전공실기7,1,김성진,"목11A,11B",예술대학-307
4,전공필수,KMUS537-013,기악전공실기7,1,김성진,"월1A,1B",예술대학-307
4,전공필수,KMUS537-014,기악전공실기7,1,김성진,"화1A,1B",예술대학-307
4,전공필수,KMUS537-015,기악전공실기7,1,김성진,"목1A,1B",예술대학-307
4,전공필수,KMUS537-016,기악전공실기7,1,주정민,"목0A,0B",예술대학-403-2
4,전공필수,KMUS537-017,기악전공실기7,1,,,-
4,전공필수,KMUS537-018,기악전공실기7,1,김선미,"목13A,13B",예술대학-402-1
4,전공필수,KMUS537-019,기악전공실기7,1,박은경,"화12A,12B",예술대학-403-2
4,전공필수,KMUS537-020,기악전공실기7,1,박은경,"목13A,13B",예술대학-403-2
4,전공필수,KMUS537-021,기악전공실기7,1,구은심,"월13A,13B",예술대학-401-3
4,전공필수,KMUS537-022,기악전공실기7,1,남일성,"금0A,0B",예술대학-403-1
4,전공필수,KMUS537-023,기악전공실기7,1,,,-
4,전공,KMUS543-001,연주법 7,1,정해임,"수7A,7B",예술대학-401
4,전공필수,KMUS547-001,국악성악전공실기7,1,정순임,"금0A,0B",예술대학-403-2
4,전공필수,KMUS547-002,국악성악전공실기7,1,김미나,"토13A,13B",예술대학-401-4
4,전공필수,KMUS547-003,국악성악전공실기7,1,,,-
4,전공필수,KMUS557-001,이론전공실기7,1,,,-
4,전공필수,KMUS567-001,국악작곡전공실기7,1,,,-
4,교직,TCHR522-006,학교현장실습,2,주영위,,-
*,교양,CLTR472-001,현대예술의 표현방식과 이해,3,박연숙,"월8B,9A,9B 수7A,7B,8A",조형관(제3합동강의동)-104
*,교양,CLTR635-001,미술의 감상과 이해,3,박연숙,"수8B,9A,9B 금8B,9A,9B",조형관(제3합동강의동)-104
*,교양,CLTR697-001,환경과 조형예술,3,신경애,"화8B,9A,9B 목8B,9A,9B",조형관(제3합동강의동)-104
*,교양,CLTR698-001,스토리 미술,3,조덕연,"화7A,7B,8A 목7A,7B,8A",조형관(제3합동강의동)-104
1,전공,ARTS211-001,소묘 1,3,신영호,"수5A,5B 6A,6B 7A,7B",조형관(제3합동강의동)-202
1,전공,ARTS211-002,소묘 1,3,카와타 츠요시,"화1A,1B,2A 2B,3A,3B",조형관(제3합동강의동)-304
1,전공,ARTS211-003,소묘 1,3,장민수,"화1A,1B,2A 2B,3A,3B",조소동-107
1,전공,ARTS308-001,서양미술사,3,강효연,"목2B,3A,3B 금7A,7B,8A",조형관(제3합동강의동)-103
1,전공,ARTS315-001,평면조형,2,김소연,"월6A,6B 7A,7B",조형관(제3합동강의동)-202
1,전공,ARTS315-002,평면조형,2,한생곤,"목5A,5B 6A,6B",조형관(제3합동강의동)-304
1,전공,ARTS315-003,평면조형,2,카와타 츠요시,"화5A,5B 6A,6B",조소동-109
1,전공,ARTS353-001,발상과 표현 1,3,윤기언,"목7A,7B,8A 8B,9A,9B",조형관(제3합동강의동)-202
1,전공,ARTS353-002,발상과 표현 1,3,강윤정,"수5A,5B 6A,6B 7A,7B",조형관(제3합동강의동)-304
1,전공,ARTS353-003,발상과 표현 1,3,이기칠,"수5A,5B 6A,6B 7A,7B",조소동-108
1,전공,ARTS363-001,매체연구 1,2,서상희,"금1A,1B 2A,2B",조소동-410
1,전공,ARTS363-002,매체연구 1,2,권양희,"월6A,6B 7A,7B",조소동-410
1,전공,ARTS363-003,매체연구 1,2,서현규,"월4A,4B 5A,5B",조소동-410
1,교양,CLTR044-005,철학의이해,3,이상환,"월1A,1B,2A 수2B,3A,3B",조형관(제3합동강의동)-104
2,전공,ARTS218-001,영상비평,2,윤규홍,"수5A,5B 6A,6B",조형관(제3합동강의동)-104
2,전공,ARTS358-001,발상과 표현 3,3,윤기언,"수1A,1B,2A 2B,3A,3B",조형관(제3합동강의동)-201
2,전공,ARTS358-002,발상과 표현 3,3,류재하,"화6A,6B 7A,7B 8A,8B",조형관(제3합동강의동)-305
2,전공,ARTS358-003,발상과 표현 3,3,고관호,"화1A,1B,2A 2B,3A,3B",조소동-201
2,전공,ARTS365-001,매체연구 3,3,전리해,"월2A,2B 3A,3B 4A,4B",조소동-412
2,전공,ARTS365-002,매체연구 3,3,서상희,"월1A,1B,2A 2B,3A,3B",조소동-410
2,전공,ARTS365-003,매체연구 3,3,유진택,"수5A,5B 6A,6B 7A,7B",조소동-410
2,전공,ARTS401-001,동양미술사,2,서남영,"화2A,2B 3A,3B",조형관(제3합동강의동)-103
2,전공,ARTS407-001,조각론1,2,이기칠,"수2A,2B 3A,3B",조형관(제3합동강의동)-103
2,전공,ARTS426-001,판화 1,3,이성구,"목1A,1B,2A 2B,3A,3B",조소동-412
2,전공,ARTS426-002,판화 1,3,이성구,"목5A,5B 6A,6B 7A,7B",조소동-412
2,전공,ARTS502-001,미술비평,2,김민지,"금2A,2B 3A,3B",조소동-108
2,전공필수,ARTS591-001,조형연구 1,4,김현철,"화5A,5B 6A,6B 7A,7B 8A,8B",조형관(제3합동강의동)-201
2,전공필수,ARTS591-002,조형연구 1,4,양구철,"월6A,6B 7A,7B 8A,8B 9A,9B",조소동-408
2,전공필수,ARTS591-003,조형연구 1,4,이기철,"화5A,5B 6A,6B 7A,7B 8A,8B",조소동-103
3,전공,ARTS451-001,표현기법 1,3,진민욱,"금5A,5B 6A,6B 7A,7B",조형관(제3합동강의동)-205
3,전공,ARTS451-002,표현기법 1,3,채정균,"화7A,7B,8A 8B,9A,9B",조형관(제3합동강의동)-302
3,전공,ARTS451-003,표현기법 1,3,고관호,"화5A,5B 6A,6B 7A,7B",조소동-204
3,전공,ARTS461-001,재료기법 1,3,권세진,"수1A,1B,2A 2B,3A,3B",조형관(제3합동강의동)-205
3,전공,ARTS461-002,재료기법 1,3,서현규,"월7A,7B,8A 8B,9A,9B",조형관(제3합동강의동)-302
3,전공,ARTS461-003,재료기법 1,3,카와타 츠요시,"수1A,1B,2A 2B,3A,3B",조소동-110
3,전공필수,ARTS593-001,조형연구 3,4,신영호,"목5A,5B 6A,6B 7A,7B 8A,8B",조형관(제3합동강의동)-205
3,전공필수,ARTS593-002,조형연구 3,4,강윤정,"금5A,5B 6A,6B 7A,7B 8A,8B",조형관(제3합동강의동)-302
3,전공필수,ARTS593-003,조형연구 3,4,서성훈,"목5A,5B 6A,6B 7A,7B 8A,8B",조소동-204
3,교직,TCHR650-001,미술교육론,3,황향숙,"월5B,6A,6B 수8B,9A,9B",조형관(제3합동강의동)-103
4,전공,ARTS348-001,작품분석 1,3,강효연,"금2A,2B 3A,3B 4A,4B",조형관(제3합동강의동)-103
4,전공,ARTS523-001,재료연습 1,3,박소영,"목5A,5B 6A,6B 7A,7B",조형관(제3합동강의동)-203
4,전공,ARTS523-002,재료연습 1,3,권기철,"월6A,6B 7A,7B 8A,8B",조형관(제3합동강의동)-301
4,전공,ARTS523-003,재료연습 1,3,고관호,"월5A,5B 6A,6B 7A,7B",조소동-108
4,전공,ARTS533-001,공간표현 1,3,김영섭,"월7A,7B,8A 8B,9A,9B",조형관(제3합동강의동)-203
4,전공,ARTS533-002,공간표현 1,3,한생곤,"목7A,7B,8A 8B,9A,9B",조형관(제3합동강의동)-301
4,전공,ARTS533-003,공간표현 1,3,유진택,"수1A,1B,2A 2B,3A,3B",조소동-108
4,전공,ARTS595-001,조형연구 5,4,신영호,"화5A,5B 6A,6B 7A,7B 8A,8B",조형관(제3합동강의동)-203
4,전공,ARTS595-002,조형연구 5,4,이정은,"화5A,5B 6A,6B 7A,7B 8A,8B",조형관(제3합동강의동)-301
4,전공,ARTS595-003,조형연구 5,4,이기칠,"화6A,6B 7A,7B 8A,8B 9A,9B",조소동-108
*,교양,CLTR254-001,Design & Creative,3,이경용,"화5B,6A,6B 목5B,6A,6B",조형관(제3합동강의동)-102
*,교양,CLTR638-002,디자인? 디자인!,3,조철희,"화7A,7B,8A 목7A,7B,8A",조형관(제3합동강의동)-101
1,전공,ARTS321-001,기초디자인 1,3,김준형,"화6A,6B 7A,7B 8A,8B",조형관(제3합동강의동)-404
1,교양,CLTR003-005,실용화법,3,정수진,"월8B,9A,9B 수7A,7B,8A",조형관(제3합동강의동)-101
1,교양,CLTR041-018,한국사,3,이영재,"수1A,1B,2A 금2B,3A,3B",조형관(제3합동강의동)-102
1,교양,CLTR044-005,철학의이해,3,이상환,"월1A,1B,2A 수2B,3A,3B",조형관(제3합동강의동)-104
1,전공,VICD213-001,컴퓨터그래픽스1,3,임동환,"월5A,5B 6A,6B 7A,7B",조형관(제3합동강의동)-404
1,전공,VICD223-001,드로잉,3,권기덕,"목6A,6B 7A,7B 8A,8B",조형관(제3합동강의동)-404
2,전공,ARTS406-001,디자인사,2,이주현,"월2A,2B 3A,3B",조형관(제3합동강의동)-102
2,전공,ARTS421-001,그래픽디자인 1,3,김성년,"화6A,6B 7A,7B 8A,8B",조형관(제3합동강의동)-401
2,전공필수,VICD225-001,타이포그래피1,3,한영진,"금6A,6B 7A,7B 8A,8B",조형관(제3합동강의동)-401
2,전공,VICD227-001,UX디자인1,3,조철희,"목3A,3B 4A,4B 5A,5B",조형관(제3합동강의동)-401
2,전공,VICD232-001,포토그래피1,3,윤경찬,"월5A,5B 6A,6B 7A,7B",조형관(제3합동강의동)-401
2,전공,VICD531-002,인터랙티브디자인 1,3,이경용,"수6A,6B 7A,7B 8A,8B",조형관(제3합동강의동)-401
3,전공,VICD417-001,에디토리얼디자인2,3,홍순상,"목6A,6B 7A,7B 8A,8B",조형관(제3합동강의동)-403
3,전공,VICD440-001,그래픽디자인3,3,김성년,"월6A,6B 7A,7B 8A,8B",조형관(제3합동강의동)-403
3,전공,VICD442-001,색채관리,2,김혜민,"화2A,2B 3A,3B",조형관(제3합동강의동)-102
3,전공필수,VICD531-001,인터랙티브디자인 1,3,이경용,"화7A,7B 8A,8B 9A,9B",조형관(제3합동강의동)-403
3,전공,VICD571-001,광고디자인,3,조철희,"수6A,6B 7A,7B 8A,8B",조형관(제3합동강의동)-403
4,전공,VICD430-001,환경디자인,3,홍순상,"화6A,6B 7A,7B 8A,8B",조형관(제3합동강의동)-405
4,전공,VICD435-001,아이덴티티디자인2,3,김성년,"수6A,6B 7A,7B 8A,8B",조형관(제3합동강의동)-405
4,전공,VICD520-001,디스플레이디자인,3,이경용,"목7A,7B 8A,8B 9A,9B",조형관(제3합동강의동)-405
4,전공,VICD521-001,패키지디자인2,3,조철희,"월6A,6B 7A,7B 8A,8B",조형관(제3합동강의동)-405
4,전공,VICD533-001,인터랙티브디자인 3,3,남성목,"금6A,6B 7A,7B 8A,8B",조형관(제3합동강의동)-405
*,교양,CLTR210-020,명저읽기와 토론,3,손철성,"화7A,7B,8A 목7A,7B,8A",우당교육관-112
*,교양,CLTR210-021,명저읽기와 토론,3,김용수,"화7A,7B,8A 목7A,7B,8A",제4합동강의동-104
*,교양,CLTR768-001,글로벌· 다문화 사회와 미래교육,3,김감영,"화10A,10B,11A 11B,12A,12B",제4합동강의동-105
*,교양,CLTR772-001,교육을 위한 문학고전 읽기와 토론,3,김병욱,"화7A,7B,8A 목7A,7B,8A",제4합동강의동-210
*,교양,CLTR603-001,인간발달과 행복,3,강이철,"화8B,9A,9B 목8B,9A,9B",제4합동강의동-210
*,교직,TCHR520-001,생활지도및상담(교직소양),2,김은영,"목6A,6B 7A,7B",KNU글로벌프라자-301
*,교직,TCHR520-002,생활지도및상담(교직소양),2,강지애,"화2A,2B 3A,3B",KNU글로벌프라자-301
*,교직,TCHR520-003,생활지도및상담(교직소양),2,임성숙,"수2A,2B 3A,3B",KNU글로벌프라자-302
*,교직,TCHR520-004,생활지도및상담(교직소양),2,김소영,"수9A,9B 10A,10B",KNU글로벌프라자-302
*,교직,TCHR520-005,생활지도및상담(교직소양),2,김미향,"화9A,9B 10A,10B",KNU글로벌프라자-302
*,교직,TCHR520-006,생활지도및상담(교직소양),2,채선화,"금9A,9B 10A,10B",KNU글로벌프라자-302
*,교직,TCHR528-001,특수교육학개론,2,강은정,"목8A,8B 9A,9B",교육대학원-101
*,교직,TCHR528-002,특수교육학개론,2,배민정,"금5A,5B 6A,6B",교육대학원-101
*,교직,TCHR528-003,특수교육학개론,2,배민정,"금7A,7B 8A,8B",교육대학원-101
*,교직,TCHR528-004,특수교육학개론,2,안정애,"수5A,5B 6A,6B",KNU글로벌프라자-303
*,교직,TCHR528-005,특수교육학개론,2,안정애,"수7A,7B 8A,8B",KNU글로벌프라자-303
*,교직,TCHR528-006,특수교육학개론,2,장수정,"화2A,2B 3A,3B",우당교육관-112
*,교직,TCHR529-001,교직실무,2,박균섭,"월3A,3B 4A,4B",우당교육관-112
*,교직,TCHR529-002,교직실무,2,김병규,"목5A,5B 6A,6B",제4합동강의동-104
*,교직,TCHR529-003,교직실무,2,김병규,"금7A,7B 8A,8B",KNU글로벌프라자-301
*,교직,TCHR529-004,교직실무,2,추석호,"월9A,9B 10A,10B",제4합동강의동-210
*,교직,TCHR529-005,교직실무,2,장원조,"월7A,7B 8A,8B",우당교육관-112
*,교직,TCHR529-006,교직실무,2,김태명,"화6A,6B 7A,7B",KNU글로벌프라자-302
*,교직,TCHR551-001,교육봉사활동 1,1,박용찬,,-
*,교직,TCHR552-001,교육봉사활동 2,2,박용찬,,-
*,교직,TCHR601-001,교육과정,2,강현석,"월7A,7B 8A,8B",제4합동강의동-210
*,교직,TCHR601-002,교육과정,2,조인숙,"월1A,1B 2A,2B",KNU글로벌프라자-302
*,교직,TCHR601-003,교육과정,2,신경애,"화1A,1B 2A,2B",KNU글로벌프라자-302
*,교직,TCHR601-004,교육과정,2,신경애,"수7A,7B 8A,8B",KNU글로벌프라자-302
*,교직,TCHR601-005,교육과정,2,이지은,"목7A,7B 8A,8B",KNU글로벌프라자-302
*,교직,TCHR604-001,교육방법및교육공학,2,강이철,"수5A,5B 6A,6B",제4합동강의동-210
*,교직,TCHR604-002,교육방법및교육공학,2,강이철,"수7A,7B 8A,8B",제4합동강의동-210
*,교직,TCHR604-003,교육방법및교육공학,2,박기용,"월3A,3B 4A,4B",제4합동강의동-109
*,교직,TCHR604-004,교육방법및교육공학,2,박기용,"화5A,5B 6A,6B",교육대학원-101
*,교직,TCHR604-005,교육방법및교육공학,2,박기용,"화7A,7B 8A,8B",교육대학원-101
*,교직,TCHR606-001,교육사회,2,김경식,"월3A,3B 4A,4B",제4합동강의동-210
*,교직,TCHR606-002,교육사회,2,김경식,"목3A,3B 4A,4B",제4합동강의동-210
*,교직,TCHR606-003,교육사회,2,박명희,"화3A,3B 4A,4B",KNU글로벌프라자-302
*,교직,TCHR606-004,교육사회,2,김원영,"수3A,3B 4A,4B",제4합동강의동-210
*,교직,TCHR606-005,교육사회,2,김민영,"금3A,3B 4A,4B",제4합동강의동-210
*,교직,TCHR607-001,교육심리,2,이은주,"화3A,3B 4A,4B",사범대학-306-2
*,교직,TCHR607-002,교육심리,2,이창현,"수8A,8B 9A,9B",교육대학원-101
*,교직,TCHR607-003,교육심리,2,염혜선,"월3A,3B 4A,4B",KNU글로벌프라자-303
*,교직,TCHR607-004,교육심리,2,염혜선,"화7A,7B 8A,8B",KNU글로벌프라자-303
*,교직,TCHR607-005,교육심리,2,염혜선,"수3A,3B 4A,4B",KNU글로벌프라자-303
*,교직,TCHR609-001,교육철학및교육사,2,박균섭,"월1A,1B 2A,2B",제4합동강의동-210
*,교직,TCHR609-002,교육철학및교육사,2,송수진,"화3A,3B 4A,4B",KNU글로벌프라자-303
*,교직,TCHR609-003,교육철학및교육사,2,송수진,"목3A,3B 4A,4B",KNU글로벌프라자-303
*,교직,TCHR609-004,교육철학및교육사,2,송수진,"목7A,7B 8A,8B",KNU글로벌프라자-303
*,교직,TCHR609-005,교육철학및교육사,2,이경숙,"금3A,3B 4A,4B",KNU글로벌프라자-303
*,교직,TCHR610-001,교육평가,2,유신복,"화2A,2B 3A,3B",KNU글로벌프라자-304
*,교직,TCHR610-002,교육평가,2,박상현,"화8A,8B 9A,9B",KNU글로벌프라자-304
*,교직,TCHR610-003,교육평가,2,유신복,"목5A,5B 6A,6B",KNU글로벌프라자-304
*,교직,TCHR610-004,교육평가,2,유신복,"월10A,10B 11A,11B",교육대학원-101
*,교직,TCHR610-005,교육평가,2,노현종,"수10A,10B 11A,11B",교육대학원-101
*,교직,TCHR611-001,교육학개론,2,박균섭,"금3A,3B 4A,4B",우당교육관-112
*,교직,TCHR611-002,교육학개론,2,이경숙,"월7A,7B 8A,8B",교육대학원-101
*,교직,TCHR611-003,교육학개론,2,송수진,"목5A,5B 6A,6B",교육대학원-101
*,교직,TCHR611-004,교육학개론,2,현영섭,"화7A,7B 8A,8B",KNU글로벌프라자-301
*,교직,TCHR611-005,교육학개론,2,신은경,"목7A,7B 8A,8B",KNU글로벌프라자-304
*,교직,TCHR612-001,교육행정및교육경영,2,신상명,"화5A,5B 6A,6B",제4합동강의동-104
*,교직,TCHR612-002,교육행정및교육경영,2,권현정,"월5A,5B 6A,6B",KNU글로벌프라자-304
*,교직,TCHR612-003,교육행정및교육경영,2,권현정,"월7A,7B 8A,8B",KNU글로벌프라자-304
*,교직,TCHR612-004,교육행정및교육경영,2,박선용,"수5A,5B 6A,6B",KNU글로벌프라자-301
*,교직,TCHR612-005,교육행정및교육경영,2,박선용,"수7A,7B 8A,8B",KNU글로벌프라자-301
1,교양,CLTR210-022,명저읽기와 토론,3,김상현,"금7A,7B,8A 8B,9A,9B",제4합동강의동-210
1,교양,CLTR534-001,교육학의이해,3,강현석,"화2B,3A,3B 목1A,1B,2A",제4합동강의동-210
1,전공,EDED211-001,교육인식과실천사,3,박균섭,"수1A,1B,2A 금1A,1B,2A",사범대학-302
2,전공,EDED332-001,사회구조와교육,3,김경식,"화2B,3A,3B 목1A,1B,2A",사범대학-302
2,전공,EDED391-001,미디어와 생각의 힘,3,강이철,"화5B,6A,6B 목5B,6A,6B",사범대학-302
2,전공,EDED462-001,심리검사와 교육,3,김은영,"월5B,6A,6B 금5B,6A,6B",사범대학-302
2,전공,EDED477-001,교육행정학,3,신상명,"화2B,3A,3B 목2B,3A,3B",사범대학-404-1
